id,title,description,servings,time_minutes,difficulty,category,tags,image,image_prompt
falafel-med-nudlar-och-vitlokssas,Falafel med nudlar och vitlökssås,"En tydlig vardagstallrik med falafel, nudlar och vitlökssås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-nudlar-och-vitlokssas.png,"falafel with noodles, garlic sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-nudlar-och-tomatsalsa,Falafel med nudlar och tomatsalsa,"En tydlig vardagstallrik med falafel, nudlar och tomatsalsa.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-nudlar-och-tomatsalsa.png,"falafel with noodles, tomato salsa, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-nudlar-och-graddsas,Falafel med nudlar och gräddsås,"En tydlig vardagstallrik med falafel, nudlar och gräddsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-nudlar-och-graddsas.png,"falafel with noodles, cream sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
falafel-med-nudlar-och-citronsas,Falafel med nudlar och citronsås,"En tydlig vardagstallrik med falafel, nudlar och citronsås.",4,30,easy,vegetariskt,"vardag, familj, vegetariskt",/seed-recipes/images/falafel-med-nudlar-och-citronsas.png,"falafel with noodles, lemon yogurt sauce, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabkott-med-ris-och-kall-ortsas,Kebabkött med ris och kall örtsås,"En tydlig vardagstallrik med kebabkött, ris och kall örtsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kebabkott-med-ris-och-kall-ortsas.png,"kebab meat with rice, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabkott-med-ris-och-vitlokssas,Kebabkött med ris och vitlökssås,"En tydlig vardagstallrik med kebabkött, ris och vitlökssås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kebabkott-med-ris-och-vitlokssas.png,"kebab meat with rice, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabkott-med-ris-och-tomatsalsa,Kebabkött med ris och tomatsalsa,"En tydlig vardagstallrik med kebabkött, ris och tomatsalsa.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kebabkott-med-ris-och-tomatsalsa.png,"kebab meat with rice, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabkott-med-ris-och-graddsas,Kebabkött med ris och gräddsås,"En tydlig vardagstallrik med kebabkött, ris och gräddsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kebabkott-med-ris-och-graddsas.png,"kebab meat with rice, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabkott-med-ris-och-citronsas,Kebabkött med ris och citronsås,"En tydlig vardagstallrik med kebabkött, ris och citronsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kebabkott-med-ris-och-citronsas.png,"kebab meat with rice, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabkott-med-potatis-och-kall-ortsas,Kebabkött med potatis och kall örtsås,"En tydlig vardagstallrik med kebabkött, potatis och kall örtsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kebabkott-med-potatis-och-kall-ortsas.png,"kebab meat with boiled potatoes, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabkott-med-potatis-och-vitlokssas,Kebabkött med potatis och vitlökssås,"En tydlig vardagstallrik med kebabkött, potatis och vitlökssås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kebabkott-med-potatis-och-vitlokssas.png,"kebab meat with boiled potatoes, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabkott-med-potatis-och-tomatsalsa,Kebabkött med potatis och tomatsalsa,"En tydlig vardagstallrik med kebabkött, potatis och tomatsalsa.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kebabkott-med-potatis-och-tomatsalsa.png,"kebab meat with boiled potatoes, tomato salsa, peppers, red onion and salad, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabkott-med-potatis-och-graddsas,Kebabkött med potatis och gräddsås,"En tydlig vardagstallrik med kebabkött, potatis och gräddsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kebabkott-med-potatis-och-graddsas.png,"kebab meat with boiled potatoes, cream sauce, peas and lemon, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabkott-med-potatis-och-citronsas,Kebabkött med potatis och citronsås,"En tydlig vardagstallrik med kebabkött, potatis och citronsås.",4,30,easy,kött,"vardag, familj",/seed-recipes/images/kebabkott-med-potatis-och-citronsas.png,"kebab meat with boiled potatoes, lemon yogurt sauce, cabbage and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabkott-med-rostad-potatis-och-kall-ortsas,Kebabkött med rostad potatis och kall örtsås,"En tydlig vardagstallrik med kebabkött, rostad potatis och kall örtsås.",4,40,easy,kött,"vardag, familj",/seed-recipes/images/kebabkott-med-rostad-potatis-och-kall-ortsas.png,"kebab meat with roasted potatoes, cold herb sauce, cucumber, tomato and corn, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
kebabkott-med-rostad-potatis-och-vitlokssas,Kebabkött med rostad potatis och vitlökssås,"En tydlig vardagstallrik med kebabkött, rostad potatis och vitlökssås.",4,40,easy,kött,"vardag, familj",/seed-recipes/images/kebabkott-med-rostad-potatis-och-vitlokssas.png,"kebab meat with roasted potatoes, garlic sauce, broccoli and carrots, realistic appetizing home-cooked Swedish family dinner, beautifully plated on a simple ceramic plate, fresh modern Scandinavian kitchen table setting, natural daylight, soft shadows, clean beige and warm wood tones, realistic food texture, inviting everyday meal, little premium but still weekday dinner, not luxury restaurant, not fine dining, not overstyled, not cartoon, not illustration, not glossy stock photo, no text, no hands, no people, no logos"
